wallet,source_url,title,silent_fix_prob,vuln_class,is_backport,n_files,reason,mechanism
electrum,https://github.com/spesmilo/electrum/commit/502d72c1673d4d764af82b6bfabaa504c58b0eab,ledger: send derivation for change output,0.72,signing,False,1,"Ensures the Ledger hardware wallet receives the change output derivation path so it can verify change outputs belong to the user before signing, preventing blind-signing of change redirected to an att",signature-verification-gap
electrum,https://github.com/spesmilo/electrum/commit/a00439b6f8a6507a142d7b5b29a793d340a183a9,fix #4158,0.72,key_material,False,4,"Fixes Imported_Wallet key deletion so that removing one address does not delete the shared underlying private key when the same pubkey is used across multiple script types, preventing loss of key mate",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/8e79d095110a2ea89cad675a8db4bfdf7d1ac4ce,disallow adding receive requests without valid is_mine addresses,0.72,ui_deception,False,2,"Adds validation that a receive-request address is valid and belongs to the wallet before creating a payment request, preventing a scenario where the wallet generates a receive QR/request for an attack",other
electrum,https://github.com/spesmilo/electrum/commit/d994d27704934d7bad4fc483b31172a2e70e0bf9,hw wallet encryption unlock: clear session on incorrect passphrase,0.72,key_material,False,2,"Fixes a bug where a mistyped hardware-wallet passphrase was cached in the session, which could cause subsequent key derivation or signing to use the wrong passphrase silently.",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/e5f239dd287a72d8ac5711d31afe8e886bcb3814,follow-up 70aa1f1db9ccb3954501849f9c872ab7053c8ff1,0.72,signing,False,1,"Fixes segwit input detection so that a witness value of '00' (empty witness) is no longer treated as a non-empty witness via truthiness, preventing incorrect sighash computation during transaction sig",input-bounds-parsing
electrum,https://github.com/spesmilo/electrum/commit/452d60033a91c7d8d8968890adc56b601fca0dc0,Shows correct bech32 address on ledger,0.72,ui_deception,False,1,"The Ledger trusted display was showing the wrong address format (missing segwitNative flag), so a user verifying on-device could be misled into confirming an address that differs from what the wallet ",signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/c26cc844f5dd3a91452dd84568dcacfec23679e2,version 2.9.4,0.72,transport,False,2,"Release notes explicitly state this is a security update backporting fixes for a vulnerability in the JSONRPC interface, which is custody-relevant as exposed RPC methods can allow unauthorized callers",authorization-check
electrum,https://github.com/spesmilo/electrum/commit/1cec6c8decf3c302e1227e0172843c3e28be777d,fix #3248: locktime,0.72,signing,False,1,"The Ledger hardware signer was not passing the transaction locktime to the device's signing function, meaning the trusted display could not show the locktime to the user for approval, allowing a signa",signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/ea4d2343d3d0cb0b69a8641428129004f742a819,revert 1ecfcea8dcfe37df4c6dceeaf071f19c7660c44b after btchip-python has been fixed,0.72,signing,False,1,"Re-enables Ledger getTrustedInput validation for non-P2SH transactions in the signing path, restoring hardware-level input verification that was previously disabled, preventing potential blind-signing",signature-verification-gap
electrum,https://github.com/spesmilo/electrum/commit/358068a0c1474b250eeceb1d9287099d80678121,fix #3197: parse pubkey,0.72,signing,False,1,"Adds safe pubkey parsing validation to witness data that could originate from untrusted transactions, preventing malformed pubkeys from being used in signing/verification paths.",curve-point-validation
electrum,https://github.com/spesmilo/electrum/commit/2774126db6c258807d95921936eb13af07047d97,fix #3170,0.72,key_material,False,1,"Fixes hardcoded WIF prefix (0x80) so testnet private key serialization/deserialization uses the correct 0xef prefix, preventing misinterpretation or mis-export of key material on the wrong network.",encoding-canonicalization
electrum,https://github.com/spesmilo/electrum/commit/11bbe31ae342c1b578e598b1dbd003a8556690f4,wizard: check xpub types before adding keystore,0.72,key_material,False,1,"Adds validation of xpub type before adding a keystore, preventing wrong key-type selection that could lead to incorrect address derivation and fund loss.",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/a220932711f2bdc015d698ef67510fbfcd533d54,serialize txin-type in xpub/xprv,0.72,key_material,False,4,"Fixes incorrect BIP-32 derivation path and xprv/xpub xtype for multisig segwit wallets, where keys were previously derived at m/ with wrong xtype instead of m/1'/ with p2wsh, causing wrong key materia",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/26becedfb22116f49f1a60188a096ce3c124cbc4,fix privkey serialization in commands,0.72,signing,False,1,"Fixes private key deserialization and compressed-flag propagation in the signing path, preventing incorrect pubkey derivation or signature generation from untrusted signing-request input.",encoding-canonicalization
electrum,https://github.com/spesmilo/electrum/commit/15ab48aaa8b291777086c95658f4808443c8a289,fix sweep,0.72,key_material,False,3,"Fixes incorrect private key deserialization and address type derivation during sweep, where hardcoding p2pkh and ignoring compression flags could cause funds to be sent to the wrong address.",encoding-canonicalization
electrum,https://github.com/spesmilo/electrum/commit/0f4b5abc158d46ac25fc2a976154004a2c705f2d,add use_compressed_pubkeys field to keystores. fix #2973,0.72,key_material,False,3,"Fixes inconsistent compression-flag handling in key serialization and message signing that could cause exported keys to derive wrong addresses on re-import, risking fund loss.",encoding-canonicalization
electrum,https://github.com/spesmilo/electrum/commit/9f6e174b4ffd5bff6280b205b9168ac765c27c80,fix #2961,0.72,signing,False,2,"Adds safe_parse_pubkey validation before constructing a P2SH-P2WPKH scriptSig in the transaction path, preventing a malformed pubkey from producing an incorrect script that could cause the user to sig",curve-point-validation
electrum,https://github.com/spesmilo/electrum/commit/c6e09a60388325050410101e78fb72f43aaa525b,Provide warnings about invalid BIP39 checksum in seed dialog,0.72,key_material,False,4,"Adds BIP39 checksum validation to the seed dialog, warning users when an entered mnemonic has an invalid checksum, preventing silent derivation of keys from a mistyped or corrupted seed that would lea",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/1c120e8f5c0bcccfe1b8e78982b443c017a34d68,[TREZOR] Set bip32 path in multisig change address,0.72,signing,False,1,"Adds the missing BIP32 derivation path for multisig change addresses so the Trezor device can correctly verify change outputs belong to the user, preventing funds from being silently redirected to an ",other
electrum,https://github.com/spesmilo/electrum/commit/255458da0af34d75f7b49803cf5e90fdf3bf26c5,fix #2400,0.72,key_material,False,3,"Removes password from persistent instance state (self._password) and eliminates the CLI --password argument, reducing exposure of keystore-decryption credentials in memory and process listings.",key-lifetime-in-memory
electrum,https://github.com/spesmilo/electrum/commit/7c93d787ed2a21a057f1cf9bf223d3089f98dc62,follow-up a610e21279ec9d3ba44a6d11aadfa88dcbde7a08,0.72,signing,False,1,"Flips the segwitTransaction flag passed to the Ledger hardware wallet from True to False, correcting the signing scheme the device applies to transactions in a custody-critical signing path.",other
electrum,https://github.com/spesmilo/electrum/commit/615a5b3f8e8853dafc62cd6b26c3b6d51768b606,fix #2356: scriptSig parsing exception,0.72,signing,False,1,"Fixes sighash-type (0x01 suffix) handling in transaction signature parse/serialize and replaces crash-on-malformed-scriptSig assertions with graceful handling, both in the custody-relevant signing pat",encoding-canonicalization
electrum,https://github.com/spesmilo/electrum/commit/d371e1c807f3cf8b0a65d03f470f104baf5416cc,network: request checkpoint when opening a new connection,0.72,transport,False,2,"Adds checkpoint header verification on new peer connections, preventing a hostile RPC node from feeding fabricated blockchain headers that could trick the wallet into accepting a wrong chain or showin",other
electrum,https://github.com/spesmilo/electrum/commit/9cb576a88c962b7bf6e0b81279906d7e597be580,fix multisig update_password,0.72,key_material,False,3,Fixes password/encryption state management in multisig and TrustedCoin wallets so that the encryption flag is explicitly controlled via an `encrypt` parameter rather than inferred from password presen,other
electrum,https://github.com/spesmilo/electrum/commit/f9e948ebc10ff031dd6cc493ee2ea2ecbddbf34c,updates for ledger plugin,0.72,signing,False,1,"Fixes the Ledger hardware wallet signing path by replacing an unreliable pubkey-count heuristic for multisig detection with an explicit p2sh type check, preventing misclassification of transaction inp",other
electrum,https://github.com/spesmilo/electrum/commit/ff390688678bf31f36433feb04fd328173f60587,new wallet structure:  - store addresses instead of pubkeys  - derive pubkeys only for serialization  - fix #2024,0.72,signing,False,4,"Refactors transaction signing path to correctly sort pubkeys and compute preimage scripts for multisig inputs, fixing a bug where signatures could be matched to wrong pubkeys or signed over an incorre",other
electrum,https://github.com/spesmilo/electrum/commit/0b08de65dead2d4e181337f20b9953bed5063aa2,prepare version 2.7.15,0.72,key_material,False,2,"Release notes describe a critical fix for password updates that can corrupt wallets containing master private keys, directly threatening key material protection and wallet integrity.",other
electrum,https://github.com/spesmilo/electrum/commit/36d0dff092290e4e013da8ea963d3b8557442335,fix #2026,0.72,key_material,False,1,"Changes password-required guard from checking an encryption flag to checking whether a password is actually set, preventing commands that require a password from executing without authentication when ",authorization-check
electrum,https://github.com/spesmilo/electrum/commit/7ea91dde2eeb2b31980d909ba66cca7741eab20c,do not expose network to wizard. update message in issue #1972,0.72,key_material,False,6,"Removes network access from the wallet creation wizard, which handles seed/private-key generation and import, eliminating the possibility of key material being transmitted over the network during the ",other
electrum,https://github.com/spesmilo/electrum/commit/3403db9b478e9dab3f7456f78180c030ddbd2916,"version 2.7.2, release notes",0.72,key_material,False,2,"A bug in password update for an Electrum wallet could leave key material protected by a stale or broken password, directly affecting custody of the encrypted seed.",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/df012e66ab2f8245583195e3cbdfad15db5ee8bf,fix #1948,0.72,ui_deception,False,1,"Resetting the 'is_max' flag when the amount field is manually edited prevents the wallet from sending the maximum balance instead of the user-entered amount, which would cause the user to approve a tr",signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/f98d1f43b474b19a64a06cc9a3bbcf0666347dfa,do not propose passphrase option in 2fa wallets,0.72,key_material,False,3,Disabling the passphrase/BIP39 option for TrustedCoin 2FA wallets prevents users from adding a passphrase extension that is incompatible with the 2FA key-splitting scheme and could cause permanent fun,key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/ab53ee27f1958e68bdf13d454c31d6f894967eac,fix bug with change addresses,0.72,signing,False,1,"Change address was set to an external `address` variable instead of the wallet-owned `coins[0]['address']`, meaning transaction change could be routed to the wrong recipient, causing fund loss.",other
electrum,https://github.com/spesmilo/electrum/commit/6b0e65fc0a42af7e37b082e1f2eccb2fb5eb8bdd,fixes for hardware wallets,0.72,key_material,False,2,"Fixes hardware wallet unpairing to iterate all keystores (multisig) instead of only the first, preventing stale pairing state that could leave key material accessible, and adds locking around device s",state-race-concurrency
electrum,https://github.com/spesmilo/electrum/commit/fe5374fe8ea0e95ff6aa63cfef6c6a192fd86b3d,require PIN to delete file,0.72,key_material,False,2,"Adds PIN/password verification before allowing wallet file deletion, preventing unauthorized destruction of key material by someone with temporary device access.",authorization-check
electrum,https://github.com/spesmilo/electrum/commit/656069070a9ba8c68c066226bdd4c02883f7c7ae,kivy wizard: use own soft keyboard,0.72,key_material,False,3,"Replaces the system soft keyboard with an in-app custom keyboard for seed entry, preventing OS IME keyloggers from capturing mnemonic phrases.",side-channel-fault
electrum,https://github.com/spesmilo/electrum/commit/950f3ae633ae2d774dbbd0f60dd23cd8be06c624,parse_uri: don't use assert,0.72,ui_deception,False,1,"Replaces assert-based validation with unconditional raises in untrusted URI parsing, preventing bypass of address/scheme checks when Python assertions are disabled (-O), which could let a malicious QR",uri-deeplink-handling
electrum,https://github.com/spesmilo/electrum/commit/e61fffab55f8cb59638de7d77ab1791611bd466e,Trezor/KeepKey: force watching only improvements,0.72,signing,False,4,"Ensures the wallet is forced into watching-only mode (signing disabled) whenever hardware device pairing fails, preventing any signing path from proceeding without a properly paired device.",authorization-check
electrum,https://github.com/spesmilo/electrum/commit/eb865779eb8181df0bfab9545c2150dfa9c5d22a,Small fix for trezor devices,0.72,key_material,False,1,"Race condition where unpairing the Trezor happened before asynchronous wipe_device or toggle_passphrase completed, potentially leaving key material on a device the user believed was wiped.",state-race-concurrency
electrum,https://github.com/spesmilo/electrum/commit/97c443a86d908d1ee5558d9da372a7b191bbd689,"use a wallet-owned dummy_address, to minimize risk of losses. This was removed in 11d135b without explanation",0.72,signing,False,1,"Re-adds a wallet-owned dummy address for fee-estimation transactions so that if a dummy/estimation transaction is accidentally signed and broadcast, funds return to the user instead of being sent to a",other
electrum,https://github.com/spesmilo/electrum/commit/d843e41884ba221b7ef701c453dae0aae85d958d,TrezorWallet: don't duplicate base class funcs,0.72,key_material,False,1,"Removes a code path that decoded master private keys and performed BIP-32 private derivation in software for a Trezor hardware wallet, delegating instead to the base class so private key material is n",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/679efe2a6683a52539950697b240af082ac9ede0,don't use floats because of rounding errors,0.72,signing,False,2,Replacing float with Decimal in transaction amount and fee parsing prevents precision-loss bugs that could cause a signed transaction to move a different amount than the user intended.,signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/438bc94dcedcede8aa657d0b162a888f78f7ea01,fix #1399,0.72,key_material,False,1,"Fixes EC point arithmetic in public key derivation by replacing a potentially wrong curve generator reference with the correct SECP256k1 generator, preventing incorrect key/address derivation.",curve-point-validation
electrum,https://github.com/spesmilo/electrum/commit/2ec19e752879c1446b28f0c47610fa6259972566,fix bugs with ecdsa/dnssec,0.72,transport,False,1,"Fixes ECDSA signature verification in DNSSEC validation by correcting how the digest is processed, preventing acceptance of forged DNS records that could enable origin spoofing against the wallet's tr",other
electrum,https://github.com/spesmilo/electrum/commit/3da148f4063f2910aedf443f06a50946903e91de,use local copy of javascript files,0.72,supply_chain,False,2,"Replaces remote CDN-loaded JavaScript in the payment request page with locally downloaded copies, preventing CDN compromise or MITM from injecting malicious scripts that could spoof addresses or amoun",dependency-supply-chain
electrum,https://github.com/spesmilo/electrum/commit/8792301846f444d487f907f7613345eda7a67745,"restrict to *. only, add DN support also",0.72,transport,False,1,"Tightens TLS wildcard certificate matching from any '*' prefix to proper '*.' prefix, preventing MITM via malformed wildcard SANs that could impersonate wallet backend servers.",origin-session-auth
electrum,https://github.com/spesmilo/electrum/commit/0c37009cdb3cb276096cf14b5dca18b9338f7eaa,fix is_address (forgot p2sh),0.72,signing,False,3,"The Trezor plugin sign_transaction refactor fixes derivation path computation for hardware wallet signing (replacing a bare except:pass that could send wrong/empty address_n to the device), and is_add",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/765ef338ec018191b5fd7597c8db0fe1c123f2ab,fix multisig seed detection,0.72,key_material,False,1,"Reorders checks so an xprv is not misinterpreted as a seed/mnemonic, which would cause wrong BIP-32 key derivation and potential fund loss in multisig cosigner import.",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/56488daf04b5c0196044926edf4a7c8a6fd3f979,Have show-before-broadcast defer password request,0.72,signing,False,2,"Fixes blind signing in show-before-broadcast mode: previously the password (authorizing signing) was requested before the transaction was shown, now the user sees the transaction first and only enters",signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/2b307ce24fca992dc9f37d7c72bc2ee8281c12c7,Use format_satoshis_plain instead of format_satoshis to avoid locale separator issues,0.72,signing,False,1,"Switching to locale-independent amount formatting prevents the Ledger hardware wallet's trusted display from receiving misparsed amounts (e.g., comma vs period decimal separator), which could cause th",signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/2863d195794f87bf4496451829eb8b24ef19851a,command-line handler for trezor,0.72,key_material,False,2,"Replaces raw_input() with getpass.getpass() for Trezor passphrase entry, preventing the passphrase (key material) from being echoed to the terminal where it could be captured in scrollback or logs.",key-lifetime-in-memory
electrum,https://github.com/spesmilo/electrum/commit/ee20910c653403d7f9338b38c0b83e1a64d655fd,fix signtransaction flags,0.72,signing,False,2,"Adds requires_wallet and requires_password guards to the signtransaction command so that signing with wallet keys cannot proceed without password authentication, while still allowing explicit-privkey ",authorization-check
electrum,https://github.com/spesmilo/electrum/commit/409c34d1bf11602472f90385327f5a463dc24cd2,"verify: create a PaymentRequest instance, to avoid blanking the signature as side effect",0.72,signing,False,1,"Fixes signature verification in BIP70 PaymentRequest by parsing a fresh protobuf from raw bytes, preventing the signature field from being blanked as a side effect during verification which could corr",signature-verification-gap
electrum,https://github.com/spesmilo/electrum/commit/2f7b8ce86490729ba3d158f311f8245009d8beab,fix wallet.can_sign: use isinstance with BIP32 class,0.72,signing,False,1,"Fixes the wallet's can_sign gatekeeper to only allow BIP32 wallets to sign, preventing non-BIP32 wallet types from attempting to sign with potentially incorrect key derivation paths.",authorization-check
electrum,https://github.com/spesmilo/electrum/commit/33f48276db0d3ca325758cfabf02bc64af54ab5b,trustedcoin: check that price does not exceed predefined value,0.72,signing,False,1,"Adds a bounds check on the TrustedCoin 2FA co-signing fee, preventing a compromised or malicious server from charging an exorbitant price that would drain user funds during signing.",input-bounds-parsing
electrum,https://github.com/spesmilo/electrum/commit/576954555cc0d226cb914a96f7e54ac761b1af85,fix: check_password for imported wallets,0.72,key_material,False,2,"Replaces get_seed/get_mnemonic calls with check_password, avoiding unnecessary decryption and exposure of key material in memory when only password verification is needed.",key-lifetime-in-memory
electrum,https://github.com/spesmilo/electrum/commit/7a8544380b28d919ecf8f641d6f49ef52034ca1f,more QR code fixes. Fix for hash of unsigned TX,0.72,signing,False,6,"The fix in transaction.py ensures self.raw is populated before hash computation, preventing an incorrect sighash that would cause the user to sign a transaction different from what was displayed.",signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/2c096f966946dd60baaca1af56623c488015eb89,Add firmware check,0.72,firmware,False,1,"Adds a checkFirmware validation guard to the hardware wallet firmware verification path, preventing a device with invalid or tampered firmware from being used for signing.",other
electrum,https://github.com/spesmilo/electrum/commit/f3822cf06e2813eaa3d673131a16ae9e1d475d0a,Multiline Address error on do_send(),0.72,signing,False,2,"The fix adds validation in the payment send path that aborts the transaction when invalid recipient lines are found in multiline pay-to input, preventing the wallet from silently constructing a transa",input-bounds-parsing
electrum,https://github.com/spesmilo/electrum/commit/5f4a28a2bb36a8b9bbda55614a2f4d2e22ca0402,fix signature_count in coinbase transactions,0.72,signing,False,1,"Fixes transaction signature counting to correctly skip coinbase inputs (which have no signatures), preventing miscount that could lead to incorrect transaction validity assessment in signing/verificat",signature-verification-gap
electrum,https://github.com/spesmilo/electrum/commit/8816d7072f2c89d9ceb35522415e42ff4cbf78fb,"add 8 bits to entropy target, to offset the constraint imposed by is_new_seed",0.72,key_material,False,1,"Increases entropy target by 8 bits during mnemonic seed generation to compensate for entropy lost to the is_new_seed constraint, preventing weakly-generated seeds with less effective entropy than inte",nonce-or-randomness
electrum,https://github.com/spesmilo/electrum/commit/867597cd91d45f3fb4eb882607cd275beb2ff668,fixes for cosignerpool,0.72,key_material,False,1,"Fixes incorrect BIP-32 derivation path in get_master_private_key (m/ → x1/) and corrects cosigner key field names (cold/hot → x2/x1), preventing wrong key material from being used in multisig signing.",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/3835751fac314a7c8f7e11edede64bc409877e88,bugfix,0.72,key_material,False,1,"Fixes a bug in the wallet install wizard where the wrong text variable (text2 instead of text3) was passed as a master public key, which could cause the wallet to be configured with incorrect key mate",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/2c1bf7ca9506fe99c69c4e32a18e0174410127c6,wizard: change order,0.72,key_material,False,1,"Reorders wallet-restore checks so an xprv is never misinterpreted as a seed, preventing wrong key derivation and potential fund loss.",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/294de5504f7d758327a29f025d2a6a459a6a6acf,restore values to allow fee check,0.72,signing,False,1,"Restores transaction input values required for fee validation in the Trezor signing path; without them, a fee check could be bypassed or miscalculated, allowing a user to sign a transaction with an ex",signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/5ce50f44210e3775e160ad7ec783220efc1918d8,get_master_public_key: always return xpub of main account,0.72,key_material,False,1,"Stops exposing the root xpub (m/) for full wallets, which combined with any leaked child private key would compromise all accounts; now always returns the narrower account-scoped xpub (m/0').",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/38a6747eff4d8202c7a7a9b65f1c54f7341d7c6e,fix: sanitize outputs,0.72,signing,False,4,"Adds validation of payment outputs (address validity, integer amounts, non-empty outputs) on the spending path before transaction creation, preventing malformed or attacker-crafted payment requests fr",input-bounds-parsing
electrum,https://github.com/spesmilo/electrum/commit/526361a34e765a8c09be58a2b3b4d5e8f0c508ff,follow-up to previous commit,0.72,signing,False,1,"Fixes a bug where tx.is_complete was accessed as an attribute (always truthy method reference) instead of called as tx.is_complete(), causing the wallet to treat incomplete/unsigned transactions as co",signature-verification-gap
electrum,https://github.com/spesmilo/electrum/commit/8874242fa7e8c2be4d00d410f020511995f9cc3e,Bitcoin URL Handling,0.72,ui_deception,False,2,"Adds duplicate-key validation to Bitcoin URL parsing, preventing a malicious QR/deeplink from using duplicate parameters to deceive the user about amount, signature, or other transaction fields.",uri-deeplink-handling
electrum,https://github.com/spesmilo/electrum/commit/9663600d5dd6529d19006777a97b5c9c3dd8ac12,"update bip32 derivations, using xpriv and xpub serialization format",0.72,key_material,False,1,"Fixes BIP32 xprv/xpub version-byte comparison where Python's lowercase hex output was compared against uppercase hex literals, causing key type misidentification or assertion failures in key derivatio",encoding-canonicalization
electrum,https://github.com/spesmilo/electrum/commit/c5aa69a1f06e21fac4c9a1a2ad6c12da852b9c45,CSV: Show erroneous addresses in warning window.,0.72,ui_deception,False,1,"Adds address validation to CSV import, aborting with a warning when invalid addresses are detected, preventing the user from unknowingly sending funds to erroneous or malformed addresses.",input-bounds-parsing
electrum,https://github.com/spesmilo/electrum/commit/e18573dda0b44d6b210610672840041df9fc59d1,test is_mine in add_keypairs_from_wallet,0.72,key_material,False,1,"Adds an ownership guard (`is_mine`) in `add_keypairs_from_wallet` to prevent processing keypairs for addresses not belonging to the wallet, which could otherwise lead to key-material confusion or sign",authorization-check
electrum,https://github.com/spesmilo/electrum/commit/1004fbd8f89523facae934f9ee5885a66663fac2,fix offline signing with key>5,0.72,signing,False,1,"Fixes incorrect BIP-32 private key derivation in the offline signing path where the change-flag was mislabeled as 'index' and the private key was looked up by address instead of derived from seed, cau",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/30934b69db6a5e6ae2059dc09b539c47f1d5549d,call check_seed in get_seed,0.72,key_material,False,2,"Adds a previously-missing check_seed validation call in the seed retrieval path, ensuring decrypted seed material is verified before being returned to the user, preventing fund loss from corrupted or ",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/999bf3d2fd7922c6b96431816a999a069a15451e,minor fix: restore from hexadecimal seed,0.72,key_material,False,1,"Fixes seed restoration by ensuring the seed is stored as a string, preventing incorrect key derivation from a hexadecimal seed input.",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/36b61fccfd406cc873524bacbbc8dabe1cc4fe38,temporary_path for unverified certificates,0.72,transport,False,1,"The diff changes certificate persistence to use a temporary file that is only atomically renamed to the trusted cert path after a successful TLS connection, preventing an unverified/malicious server c",other
electrum,https://github.com/spesmilo/electrum/commit/f0671a9ada47ba586a34cc174bf3fe30b690bf3a,fix tx.get_value(),0.72,ui_deception,False,1,Fixes incorrect transaction value/is_send classification that could mislead the user about whether they are sending or receiving funds before approving a signature.,signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/67283f0b1b040b20a93501ecbf7f3068643fddb6,fix verify_message calls,0.72,signing,False,1,"Replaces wallet-level verify_message calls with direct EC_KEY.verify_message in signature verification paths, correcting verification that could accept invalid signatures for signing addresses, aliase",signature-verification-gap
electrum,https://github.com/spesmilo/electrum/commit/e631e9c89c646746969bac9ef4851d8c11b575eb,nanotube's patch for compressed keys,0.72,signing,False,1,"Adds bounds validation on the signature recovery-id byte and correctly handles the compressed-key flag during public-key recovery, preventing mis-derived addresses and out-of-range recid handling in t",input-bounds-parsing
electrum,https://github.com/spesmilo/electrum/commit/29700a60948b06cc00534902780b4c9df1d4b8a2,do not use webview for qr codes,0.72,platform,False,1,"Removes a WebView that loaded external JavaScript over plain HTTP (ecdsa.org) with an Android bridge exposed, eliminating a MITM-injection path that could reach SL4A device APIs and potentially the fi",other
electrum,https://github.com/spesmilo/electrum/commit/3c3e18056fa6b989e691462c5f3c0403e6a83ccb,fixes,0.72,ui_deception,False,2,"Fixes alias-to-address trust mapping bug (aliases[r]→aliases[alias]) and adds input validation before alias resolution, preventing incorrect address mappings that could misdirect funds.",signed-differs-from-shown
electrum,https://github.com/spesmilo/electrum/commit/66f16b75410fbd471d77b0dd9f75a68e044b3b2b,password,0.72,key_material,False,1,"Address generation now requires the password parameter, ensuring BIP-32 key derivation is gated behind keystore decryption rather than accessing key material without authentication.",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/79217326bef111041542932a765f5306fba4dbfe,default path is .electrum,0.72,key_material,False,1,"Removes fallback logic that could store the wallet file (containing key material) in the current working directory or other insecure location, ensuring it is always placed in the designated wallet dir",key-derivation-storage
electrum,https://github.com/spesmilo/electrum/commit/d315a413c7b175ecc597a8c83327660f4e0d11fb,handle http,0.72,transport,False,2,"Replaces IP-address-based session lookup with random session tokens, preventing session confusion/hijacking where an attacker on the same IP could poll another user's wallet session and observe their ",origin-session-auth
electrum,https://github.com/spesmilo/electrum/commit/04eb5a19404307db2ec6bec79e395ddff69c4217,qml: disallow wallet names starting with '.',0.7,platform,False,1,"Blocks wallet names starting with '.', which prevents both path traversal (e.g., '../') and hidden wallet files that would cause the user to lose access to their funds.",input-bounds-parsing
electrum,https://github.com/spesmilo/electrum/commit/d34129ef5cb975fd22ef5629eb32ce2c38f142c4,qml: deduplicate wallet name validation,0.7,platform,False,4,"Consolidates wallet-name validation into the daemon, adding path-traversal character checks and filesystem sanity validation to the daemon's isValidWalletName method which was already called by the wa",input-bounds-parsing
electrum,https://github.com/spesmilo/electrum/commit/21946e1e870206c0a33cc77ebcae92f6609a6447,"lnpeer: channel_reestablish: split ""they_are_ahead"" into ctn vs revnum",0.7,signing,False,2,"Adds force-close when remote peer claims to be ahead without DLP proof during channel reestablish, preventing potential fund loss from a stale commitment state.",other
electrum,https://github.com/spesmilo/electrum/commit/a06c8bacc3afe4a6632b9f04a8e1751b05a54a44,lnpeer: don't signal OPTION_ZEROCONF_OPT to untrusted peer,0.7,transport,False,3,"Prevents the wallet from signaling zero-conf channel support to untrusted peers, mitigating the risk of a malicious LSP opening a zero-conf channel that could be double-spent or reorged, leading to fu",authorization-check
electrum,https://github.com/spesmilo/electrum/commit/b2a3e08ac8467a62b79023ba27343cef0cc19d89,ignore exceptions in process_gossip,0.7,dos,False,1,"Prevents a malicious peer from crashing the Lightning node via invalid gossip signatures, which could lead to loss of funds if the node fails to monitor channel breaches.",signature-verification-gap
electrum,https://github.com/spesmilo/electrum/commit/060cbff8dac5eda7f2db81e83d8f8193346b43bf,lnpeer: dont remove from dont_settle_htlcs when failing,0.7,signing,False,1,"Removing a payment hash from dont_settle/dont_expire protection on HTLC failure could allow a subsequent HTLC with the same hash to be prematurely settled or expired, leading to fund loss in the Light",replay-scope
electrum,https://github.com/spesmilo/electrum/commit/16363cc3d92a3575dd279edd02b66e5d4a6a536e,transaction: tx_from_any: follow-up: only rm whitespaces from strings,0.7,signing,False,2,"Fixes transaction corruption where whitespace-looking bytes (e.g. 0x0a in nVersion/nLocktime) were stripped from the middle of bytes-like raw transactions, potentially causing the wallet to parse and ",encoding-canonicalization
electrum,https://github.com/spesmilo/electrum/commit/abc469c8462749d54a99dea540ac002b17f2f064,lnworker: split dont_settle_htlcs,0.7,signing,False,5,"Splits HTLC handling to prevent unsafe preimage release near expiry, which could let a malicious peer win an on-chain fee race and cause fund loss by ignoring fulfill_htlc and timing out the HTLC.",other
electrum,https://github.com/spesmilo/electrum/commit/0f314d1dd965424d898f4d8c564449ee42c21e97,lnpeer/lnworker: refactor htlc_switch,0.7,other,False,11,"Refactors HTLC switch to prevent partial settlement of MPP/trampoline HTLC sets, which a malicious LN peer could exploit to cause fund loss by triggering inconsistent settle/fail of payment parts.",other
